7039020,-3.10,1.06,8.67
7065020,-2.20,1.06,7.65
7091016,-2.47,0.86,9.89
7117028,-3.65,0.82,10.40
7144060,-3.73,2.35,16.00
7171100,-5.65,4.98,29.46
7198148,-10.16,7.53,24.91
7226224,-4.00,6.12,1.73
7252216,8.24,0.08,-8.16
7278224,1.41,-6.83,-5.65
7305260,-0.20,-8.51,-3.41
7333336,-2.51,-8.00,3.10
7360384,-4.12,-6.43,8.87
7387420,-4.67,-5.37,9.18
7414460,-3.49,-3.57,9.92
7441500,-2.47,-2.79,9.41
7468536,-1.26,-3.33,8.16
7495576,-1.41,-3.92,8.08
7522616,-2.47,-4.59,7.37
7549660,-3.41,-4.82,7.73
7576704,-3.80,-4.75,8.16
7603748,-3.65,-5.02,6.94
7630776,-2.63,-4.98,5.61
7657820,-1.80,-5.06,2.04
7684860,-0.31,-4.39,-1.92
7712940,-2.75,-0.63,-1.14
7741020,-2.67,3.10,21.69
7768060,-4.43,3.33,21.97
7795104,-4.04,4.24,16.83
7822140,-2.71,2.75,12.71
7849192,-1.88,1.80,10.04
7876220,-1.88,0.27,7.88
7902220,-2.08,-0.86,7.57
7929264,-2.16,-1.69,7.45
7956300,-2.28,-1.53,7.85
7983336,-3.06,-0.94,9.26
8010380,-3.61,-0.55,9.81
8037408,-2.67,0.00,9.96
8063412,-2.31,0.00,9.26
8089404,-2.12,0.00,8.16
8115416,-2.08,0.00,8.87
8141424,-2.39,0.04,10.75
