1724,-1.02,0.00,10.32
5736,-1.02,0.00,10.32
9772,-1.02,0.12,10.79
13816,-1.37,0.12,10.79
33784,-1.29,-0.63,11.65
59780,-2.63,-0.90,11.10
85780,-0.86,-0.90,10.20
111776,-1.57,-0.75,9.73
137784,-1.29,-0.75,9.89
163788,-1.29,-0.08,9.30
189784,-1.06,-0.04,8.87
215788,-1.14,-0.59,10.04
242816,-1.02,0.31,8.83
267784,-0.67,0.24,8.71
292736,-0.78,0.04,9.38
317688,-0.82,0.00,9.92
342656,-1.57,0.67,8.36
367624,-0.98,0.55,8.36
392576,-0.63,0.08,9.18
417540,-0.51,0.08,8.98
442496,-0.90,0.51,9.34
467464,-1.84,1.06,10.94
493460,-3.92,-2.63,21.06
520504,-3.18,-9.02,35.97
547540,-0.35,-8.59,25.18
574576,-2.43,1.88,-2.86
600596,-11.10,12.36,-10.79
629704,-3.80,6.28,-18.51
656740,-3.22,-2.75,3.02
682748,1.96,-7.14,14.91
708744,0.24,-5.73,15.57
734752,-0.63,-3.92,15.18
761784,0.12,-3.22,16.51
787784,-1.57,-0.27,12.20
814828,-4.35,0.55,10.55
840816,-2.79,0.59,9.89
865780,-2.63,0.39,8.71
890744,-3.30,-0.27,11.22
917772,-2.39,0.00,10.36
943772,-1.22,0.00,10.16
969780,-0.75,-0.39,10.47
996820,-1.49,-0.20,10.55
1023864,-1.57,0.04,9.57
1049860,-1.45,0.35,8.28
1075860,-1.18,0.31,7.85
1101848,-0.71,0.00,8.79
1127864,-0.08,-0.59,9.73
1154904,-1.06,-0.04,9.14
1181940,-1.37,-0.55,10.00
1210024,-0.94,-1.22,10.83
1238112,-0.63,-1.37,10.47
1266188,-0.98,-0.98,10.04
1294260,-1.73,-0.39,9.57
1321300,-0.82,-0.59,8.51
1348348,-1.14,-0.59,10.08
1376420,-1.22,-0.31,9.92
1403468,-0.98,-0.04,10.04
1431536,-1.45,0.00,10.16
1458572,-1.33,0.00,10.43
1485620,-1.41,0.24,9.96
1511620,-1.41,0.47,9.14
1537620,-1.49,0.24,9.49
1563620,-1.77,0.51,8.98
1589620,-1.84,0.31,9.06
1615620,-1.29,0.04,9.30
1641616,-1.57,0.04,9.73
1667628,-1.77,0.20,9.30
1693620,-1.29,-0.31,10.04
1721684,-1.29,0.00,9.34
1747692,-2.47,0.00,10.04
1774740,-2.24,-0.27,10.08
1802816,-1.77,-0.20,9.49
1829868,-2.47,0.20,9.96
1855856,-1.49,0.35,9.10
1881860,-1.49,0.51,9.26
1907856,-1.65,0.59,8.94
1933864,-1.26,0.24,10.00
1960904,-2.31,0.39,10.04
1987944,-6.43,-3.45,19.97
2016024,-5.84,-8.20,31.54
2044104,-0.08,-8.98,20.36
2072176,-0.90,3.80,-6.90
2099220,0.47,12.98,-22.67
2127308,0.31,6.59,-12.04
2154348,-0.12,-0.31,7.77
2181388,-0.04,-6.00,15.89
2209460,-1.96,-4.98,19.06
2237548,-2.35,-3.22,17.18
2265628,-1.96,-0.90,11.89
2293712,-2.82,0.12,10.79
2320740,-2.82,1.41,8.55
2346740,-3.41,3.45,4.24
2372736,-3.49,2.31,6.67
2398744,-3.33,0.67,10.04
2425780,-2.59,0.12,10.08
2452812,-3.10,0.00,11.14
2479852,-2.59,0.00,11.61
2506904,-1.88,0.20,10.08
2533944,-2.35,0.71,8.39
2559940,-2.51,0.55,8.83
2585940,-2.51,0.20,9.85
2611936,-2.55,0.27,9.49
2637936,-2.59,0.12,9.38
2663928,-2.20,0.00,10.00
2690984,-2.16,0.04,10.04
2718020,-2.04,-0.20,10.04
2746088,-1.92,0.00,9.02
2772100,-2.00,0.12,8.67
2798104,-2.24,0.04,8.98
2824104,-2.08,0.04,9.18
2850104,-2.00,0.20,8.32
2876100,-2.00,0.08,8.55
2902112,-1.80,0.27,7.96
2928096,-2.00,0.31,8.00
2954100,-2.39,-0.31,9.73
2981140,-3.30,-2.79,13.42
3009220,-4.08,-6.39,22.95
3037300,-2.51,-9.38,26.40
3065388,-3.10,-5.26,15.06
3093464,-2.55,1.92,-2.35
3120500,-0.98,4.51,-7.69
3147536,-1.80,5.92,-8.63
3174580,-2.67,1.18,3.69
3200584,-1.65,-1.26,10.83
3228672,-1.10,-1.88,14.63
3256748,-0.90,-1.37,14.83
3284828,-1.18,-0.04,12.16
3312892,-0.71,0.00,10.71
3339936,-0.75,0.00,10.36
3366988,-1.88,1.18,7.65
3392976,-2.28,1.06,7.73
3418984,-2.59,0.51,9.41
3444980,-2.20,0.27,9.85
3470984,-2.47,0.51,8.75
3496980,-2.43,0.08,9.85
3522996,-2.12,-0.04,10.36
3551048,-2.04,0.00,9.85
3577048,-2.28,0.00,9.96
3603060,-2.31,-0.24,10.90
3631128,-1.88,0.00,9.49
3657144,-2.16,0.04,9.49
3683132,-2.16,0.00,10.12
3710168,-1.84,0.00,9.22
3736180,-2.16,0.08,9.06
3762172,-1.96,0.00,9.45
3788188,-2.16,0.04,9.49
3814176,-2.04,0.20,8.83
3840176,-2.24,0.08,9.53
3866168,-2.00,0.00,9.92
3892188,-1.73,0.04,9.30
3918176,-1.88,0.04,9.34
3944184,-2.31,0.04,9.38
3970168,-2.04,0.00,9.06
3996184,-2.12,0.04,9.18
4022168,-2.28,0.00,9.69
4048172,-2.00,0.00,9.06
4074168,-2.16,0.00,8.79
4100188,-2.28,-0.16,9.41
4127220,-1.92,-0.55,9.53
4154260,-1.80,-0.43,9.14
4181308,-1.80,-0.04,8.79
4208340,-1.96,-0.20,9.61
4235372,-1.57,0.00,9.34
4261376,-3.22,-0.39,9.85
4288420,-8.08,-4.28,22.12
4316504,-0.31,-15.81,47.27
4345624,-1.18,-13.10,12.04
4374740,-4.04,6.20,-25.07
4402828,-1.49,11.89,-30.09
4431944,-0.71,2.55,-9.45
4458984,4.63,-5.22,14.04
4486024,4.47,-2.98,15.93
4513064,0.16,1.26,13.81
4539060,-0.71,3.02,8.94
4565068,-3.61,0.55,14.71
4592088,-2.35,0.00,15.06
4619140,-2.82,1.45,10.79
4646184,-3.10,1.61,10.36
4673228,-2.55,0.04,11.53
4700264,-1.57,0.47,8.63
4726260,-1.57,0.63,7.96
4752260,-2.16,0.20,9.65
4778260,-1.92,-0.55,11.53
4806336,-2.63,0.24,9.34
4832352,-2.31,0.04,9.38
4858340,-2.24,-0.39,10.75
4886420,-1.69,-0.43,9.92
4913452,-2.28,0.00,8.79
4939448,-2.51,0.00,9.49
4965460,-2.16,0.00,9.34
4991452,-2.47,0.00,8.98
5017456,-2.35,0.00,8.90
5043460,-2.51,0.04,8.75
5069456,-2.16,-0.47,10.00
5097548,-2.16,-0.35,9.85
5124576,-2.35,-0.31,9.69
5151616,-2.43,-0.20,9.73
5178660,-2.43,-0.31,10.08
5206744,-2.51,-0.04,9.61
5233784,-2.51,-0.35,10.12
5261872,-2.43,-0.04,9.53
5288900,-2.35,-0.16,9.41
5315932,-2.28,0.00,8.59
5341936,-2.39,0.00,8.71
5367940,-2.47,-0.16,9.45
5394972,-2.47,0.00,9.22
5420968,-2.59,0.00,9.02
5446968,-2.59,0.00,9.02
5472968,-2.47,0.00,9.02
5498984,-2.47,0.16,8.47
5524980,-1.96,0.35,7.45
5550980,-2.20,0.31,7.69
5576980,-1.18,0.08,8.04
5602988,-1.88,-0.04,21.50
5631068,-4.28,-4.79,15.46
5659148,-6.47,-14.47,41.54
5688260,-0.59,-17.57,32.36
5717380,-6.35,-7.77,6.59
5744420,-4.16,5.49,-23.97
5772500,-3.65,8.28,-23.93
5800580,-0.39,4.39,-15.89
5828656,0.67,-4.16,7.61
5854668,5.30,-8.20,23.14
5881708,1.18,-0.20,15.18
5908748,0.04,0.51,13.14
5934744,-1.73,0.67,13.42
5961780,-3.53,2.39,9.10
5987784,-4.86,2.63,8.83
6013780,-4.86,1.45,10.87
6040820,-3.10,0.63,11.14
6067860,-2.51,0.47,10.43
6094904,-2.63,0.75,10.04
6121944,-2.90,0.39,10.12
6148988,-2.82,0.71,8.87
6174976,-2.59,0.43,9.30
6200984,-2.16,0.04,10.04
6228020,-2.20,0.20,9.45
6254024,-3.10,0.47,9.22
6280012,-2.12,0.00,10.00
6307064,-1.69,-0.31,10.67
6335140,-2.55,0.27,9.53
6361140,-2.55,0.16,9.92
6387144,-2.12,0.12,9.96
6413140,-2.35,0.63,8.63
6439140,-2.43,0.51,9.06
6465136,-2.43,0.27,9.96
6491144,-2.39,0.39,9.57
6517144,-2.43,0.51,9.22
6543140,-2.43,0.43,9.49
6569140,-2.51,0.59,9.18
6595140,-2.67,0.63,9.06
6621140,-2.47,0.55,8.94
6647136,-2.12,0.27,9.45
6673144,-2.28,0.16,9.96
6699140,-2.47,0.55,9.18
6725144,-2.31,0.35,9.53
6751140,-2.28,0.31,9.65
6777144,-2.24,0.47,9.10
6803136,-2.31,0.39,9.38
6829148,-2.20,0.24,9.45
6855136,-2.35,0.59,9.10
6881144,-2.43,0.35,9.49
6907140,-2.43,0.55,8.98
6933140,-2.47,0.55,9.30
6959136,-2.35,0.43,9.38
6985144,-2.08,0.47,9.06
7011140,-2.12,0.35,9.22
7037140,-2.31,0.24,9.96
7063140,-2.04,0.27,9.38
7089152,-2.08,0.20,10.00
7116188,-2.51,0.63,9.41
7142176,-2.43,0.55,9.18
7168176,-2.39,0.39,9.61
7194180,-2.12,0.59,8.47
7220184,-2.04,0.63,8.12
7246180,-1.61,0.71,7.92
7272188,-1.26,1.06,7.26
7298176,-1.57,1.77,6.20
7324184,-2.59,0.20,10.90
7351220,-6.83,-6.51,32.05
7379304,-1.88,-14.75,50.72
7408428,-5.45,-11.89,23.03
7437544,-0.51,-3.22,-15.30
7466664,0.27,13.49,-21.42
7494752,-5.02,6.00,-28.87
7522832,-0.71,-4.28,4.59
7549860,4.24,-8.71,23.38
7576900,-0.98,-2.94,19.61
7604988,-1.22,0.27,15.73
7632012,0.00,0.67,13.02
7658024,-1.69,2.35,8.20
7684020,-3.73,2.82,7.61
7710024,-3.37,1.18,10.67
7737068,-2.04,0.67,10.08
7764100,-1.49,0.31,9.49
7790104,-1.80,0.00,10.55
7817144,-0.12,-0.47,10.90
7845220,-0.98,0.08,9.38
7871220,-1.18,0.00,10.08
7898260,-1.10,-0.08,10.08
7926328,-1.10,0.00,9.69
7952352,-1.61,0.04,9.96
7978340,-2.55,0.43,9.57
8004344,-1.61,0.20,9.02
8030340,-1.22,0.16,8.79
8056344,-1.41,0.27,8.87
8082336,-1.18,0.08,8.98
8108336,-1.22,0.00,10.43
8135376,-1.96,0.59,9.26
8161372,-1.37,0.00,9.69
8187368,-1.29,0.00,10.08
8214408,-1.14,0.00,9.85
8240408,-1.14,0.00,9.34
8266420,-1.18,-0.12,9.92
8293468,-1.06,-0.24,9.77
8320488,-1.14,0.00,9.22
8346496,-1.61,0.04,9.10
8372488,-1.45,0.00,9.10
8398488,-1.45,0.00,8.71
8424496,-1.26,-0.27,9.34
8451532,-1.06,0.00,8.67
8477548,-1.73,-0.08,10.24
8505624,-2.63,-1.57,18.12
8533704,-5.69,-6.32,31.97
8561788,-1.02,-10.90,35.89
8590908,-7.02,-7.88,14.95
8618984,-3.88,-4.75,-8.47
8647068,-0.35,8.39,-36.64
8675144,0.55,8.63,-25.38
8702180,-3.49,-5.30,-2.08
8730264,8.28,-15.61,43.38
8758348,5.77,-2.31,21.65
8785372,1.29,0.00,14.91
