8811384,-0.67,1.69,7.26
8837380,-1.96,2.51,5.10
8863380,-2.43,2.55,6.00
8889380,-2.82,1.84,7.41
8915388,-2.47,0.78,10.00
8942412,-1.61,0.00,11.18
8969460,-1.57,0.75,8.94
8995456,-1.77,0.39,9.81
9021456,-1.61,-0.08,10.00
9049544,-1.65,0.35,8.90
9075536,-2.35,0.59,9.14
9101536,-2.90,0.39,9.89
9127532,-2.31,0.00,10.63
9154584,-2.35,0.24,10.12
9181624,-2.51,0.27,9.65
9207620,-2.63,0.27,9.14
9233624,-2.39,0.04,9.34
9259612,-1.77,0.00,9.18
9285628,-1.92,-0.12,9.26
9312668,-2.39,-0.04,9.06
9339688,-2.43,0.00,8.90
9365700,-2.55,0.04,8.59
9391696,-2.43,-0.39,9.26
9418748,-2.51,-0.12,8.28
9445776,-3.22,0.20,8.87
9471776,-3.80,0.78,8.67
